Image Name	Actual Class	Predicted Class	Probabilities
l8_17R_00277.png	17R	17R	0.0183, 0.9782, 0.0013, 0.0022
l8_17R_00059.png	17R	17R	0.0238, 0.9683, 0.0057, 0.0021
l8_17R_00038.png	17R	17R	0.0000, 0.9996, 0.0001, 0.0003
l8_17R_00097.png	17R	17R	0.0002, 0.9998, 0.0000, 0.0000
l8_17R_00238.png	17R	17R	0.0007, 0.9983, 0.0002, 0.0008
l8_17R_00349.png	17R	17R	0.0006, 0.9959, 0.0033, 0.0002
l8_17R_00345.png	17R	17R	0.0380, 0.9590, 0.0015, 0.0014
l8_17R_00340.png	17R	17R	0.0000, 0.9999, 0.0000, 0.0000
l8_17R_00151.png	17R	17R	0.0001, 0.9997, 0.0000, 0.0001
l8_17R_00099.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00218.png	17R	17R	0.0001, 0.9998, 0.0001, 0.0001
l8_17R_00371.png	17R	17R	0.0001, 0.9998, 0.0000, 0.0000
l8_17R_00052.png	17R	17R	0.1027, 0.8474, 0.0035, 0.0464
l8_17R_00158.png	17R	17R	0.2121, 0.5600, 0.1195, 0.1083
l8_17R_00313.png	17R	17R	0.0297, 0.9571, 0.0076, 0.0056
l8_17R_00315.png	17R	17R	0.0020, 0.9974, 0.0002, 0.0004
l8_17R_00213.png	17R	17R	0.0000, 0.9998, 0.0001, 0.0001
l8_17R_00083.png	17R	17R	0.0000, 0.9999, 0.0000, 0.0000
l8_17R_00241.png	17R	17R	0.0036, 0.9933, 0.0011, 0.0020
l8_17R_00102.png	17R	17R	0.0001, 0.9995, 0.0001, 0.0003
l8_17R_00061.png	17R	17R	0.1309, 0.8538, 0.0128, 0.0025
l8_17R_00168.png	17R	17R	0.0034, 0.9964, 0.0001, 0.0001
l8_17R_00292.png	17R	17R	0.2844, 0.6752, 0.0340, 0.0063
l8_17R_00049.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00374.png	17R	17R	0.0729, 0.7943, 0.0260, 0.1068
l8_17R_00120.png	17R	17R	0.0005, 0.9990, 0.0001, 0.0003
l8_17R_00265.png	17R	17R	0.0003, 0.9995, 0.0001, 0.0000
l8_17R_00119.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00071.png	17R	17R	0.0002, 0.9998, 0.0000, 0.0000
l8_17R_00008.png	17R	17R	0.0008, 0.9960, 0.0008, 0.0023
l8_17R_00023.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00089.png	17R	17R	0.0078, 0.9871, 0.0018, 0.0033
l8_17R_00056.png	17R	17R	0.0253, 0.9348, 0.0104, 0.0296
l8_17R_00165.png	17R	17R	0.0002, 0.9995, 0.0002, 0.0001
l8_17R_00216.png	17R	17R	0.2234, 0.5177, 0.0854, 0.1736
l8_17R_00285.png	17R	17R	0.0001, 0.9996, 0.0001, 0.0003
l8_17R_00053.png	17R	17R	0.0036, 0.9961, 0.0001, 0.0003
l8_17R_00344.png	17R	17R	0.0000, 0.9998, 0.0000, 0.0001
l8_17R_00170.png	17R	17R	0.0001, 0.9999, 0.0000, 0.0000
l8_17R_00152.png	17R	17R	0.1576, 0.4257, 0.1696, 0.2471
l8_17R_00149.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00187.png	17R	54T	0.7796, 0.1406, 0.0442, 0.0355
l8_17R_00320.png	17R	17R	0.0016, 0.9971, 0.0006, 0.0007
l8_17R_00175.png	17R	17R	0.0060, 0.9882, 0.0025, 0.0033
l8_17R_00338.png	17R	17R	0.0001, 0.9999, 0.0000, 0.0000
l8_17R_00065.png	17R	17R	0.0002, 0.9990, 0.0003, 0.0005
l8_17R_00377.png	17R	17R	0.0006, 0.9992, 0.0001, 0.0001
l8_17R_00057.png	17R	17R	0.0013, 0.9944, 0.0025, 0.0018
l8_17R_00311.png	17R	54S	0.3261, 0.1757, 0.1701, 0.3281
l8_17R_00169.png	17R	54T	0.9404, 0.0170, 0.0078, 0.0348
l8_17R_00308.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00094.png	17R	17R	0.0002, 0.9995, 0.0002, 0.0000
l8_17R_00017.png	17R	17R	0.0148, 0.9229, 0.0234, 0.0388
l8_17R_00330.png	17R	17R	0.0000, 0.9999, 0.0000, 0.0001
l8_17R_00282.png	17R	17R	0.0025, 0.9960, 0.0005, 0.0010
l8_17R_00000.png	17R	17R	0.0145, 0.9674, 0.0035, 0.0146
l8_17R_00262.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00359.png	17R	17R	0.0002, 0.9997, 0.0000, 0.0001
l8_17R_00150.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00064.png	17R	17R	0.0468, 0.9479, 0.0020, 0.0033
l8_17R_00334.png	17R	17R	0.0000, 0.9999, 0.0000, 0.0000
l8_17R_00343.png	17R	17R	0.0001, 0.9998, 0.0001, 0.0000
l8_17R_00184.png	17R	17R	0.2764, 0.6926, 0.0079, 0.0231
l8_17R_00067.png	17R	17R	0.0136, 0.9487, 0.0158, 0.0219
l8_17R_00254.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00256.png	17R	17R	0.0026, 0.9919, 0.0052, 0.0002
l8_17R_00106.png	17R	17R	0.0000, 0.9998, 0.0001, 0.0000
l8_17R_00077.png	17R	17R	0.0003, 0.9995, 0.0001, 0.0002
l8_17R_00190.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00235.png	17R	54S	0.3433, 0.0740, 0.0135, 0.5692
l8_17R_00251.png	17R	17R	0.0021, 0.9962, 0.0005, 0.0012
l8_17R_00176.png	17R	17R	0.0001, 0.9999, 0.0000, 0.0000
l8_17R_00275.png	17R	17R	0.0001, 0.9998, 0.0000, 0.0001
l8_17R_00174.png	17R	17R	0.0039, 0.9911, 0.0029, 0.0021
l8_17R_00250.png	17R	17R	0.2347, 0.7137, 0.0405, 0.0111
l8_17R_00091.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00162.png	17R	17R	0.0001, 0.9999, 0.0000, 0.0000
l8_17R_00185.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00076.png	17R	17R	0.0036, 0.9900, 0.0004, 0.0061
l8_17R_00283.png	17R	17R	0.0312, 0.9617, 0.0029, 0.0042
l8_17R_00093.png	17R	17R	0.0001, 0.9998, 0.0001, 0.0001
l8_17R_00095.png	17R	17R	0.0315, 0.9332, 0.0208, 0.0145
l8_17R_00197.png	17R	17R	0.0001, 0.9995, 0.0000, 0.0003
l8_17R_00245.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00035.png	17R	17R	0.0955, 0.7202, 0.1346, 0.0498
l8_17R_00354.png	17R	17R	0.0512, 0.9033, 0.0187, 0.0267
l8_17R_00207.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00130.png	17R	17R	0.0013, 0.9859, 0.0117, 0.0010
l8_17R_00347.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00364.png	17R	17R	0.0010, 0.9954, 0.0023, 0.0013
l8_17R_00272.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00267.png	17R	17R	0.0040, 0.9751, 0.0158, 0.0052
l8_17R_00122.png	17R	54T	0.5934, 0.3727, 0.0142, 0.0197
l8_17R_00297.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00090.png	17R	54T	0.4507, 0.3658, 0.0569, 0.1265
l8_17R_00325.png	17R	17R	0.0755, 0.6427, 0.0387, 0.2430
l8_17R_00199.png	17R	17R	0.0000, 0.9998, 0.0000, 0.0001
l8_17R_00210.png	17R	17R	0.0168, 0.9398, 0.0103, 0.0331
l8_17R_00293.png	17R	54T	0.7410, 0.2154, 0.0125, 0.0311
l8_17R_00307.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00027.png	17R	17R	0.0000, 0.9999, 0.0000, 0.0000
l8_17R_00032.png	17R	17R	0.1470, 0.8156, 0.0183, 0.0191
l8_17R_00324.png	17R	17R	0.0006, 0.9988, 0.0005, 0.0001
l8_17R_00154.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00128.png	17R	17R	0.0046, 0.9946, 0.0005, 0.0003
l8_17R_00146.png	17R	17R	0.0094, 0.9865, 0.0023, 0.0018
l8_17R_00224.png	17R	54T	0.4624, 0.3327, 0.0142, 0.1907
l8_17R_00044.png	17R	17R	0.4743, 0.4971, 0.0038, 0.0247
l8_17R_00255.png	17R	17R	0.0002, 0.9996, 0.0000, 0.0002
l8_17R_00182.png	17R	17R	0.0067, 0.9845, 0.0032, 0.0056
l8_17R_00012.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00055.png	17R	17R	0.0001, 0.9998, 0.0001, 0.0000
l8_17R_00239.png	17R	17R	0.0054, 0.9810, 0.0132, 0.0005
l8_17R_00104.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00148.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00181.png	17R	17R	0.1573, 0.8105, 0.0081, 0.0240
l8_17R_00157.png	17R	17R	0.3141, 0.4817, 0.1125, 0.0916
l8_17R_00294.png	17R	17R	0.0312, 0.9624, 0.0023, 0.0040
l8_17R_00193.png	17R	17R	0.0155, 0.9309, 0.0074, 0.0461
l8_17R_00075.png	17R	54T	0.5727, 0.2489, 0.0628, 0.1156
l8_17R_00173.png	17R	17R	0.0081, 0.9730, 0.0177, 0.0012
l8_17R_00031.png	17R	17R	0.0507, 0.9358, 0.0094, 0.0041
l8_17R_00111.png	17R	17R	0.0146, 0.9289, 0.0430, 0.0135
l8_17R_00132.png	17R	17R	0.0362, 0.9610, 0.0022, 0.0006
l8_17R_00264.png	17R	17R	0.0003, 0.9994, 0.0001, 0.0002
l8_17R_00331.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00299.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00020.png	17R	17R	0.1612, 0.7832, 0.0223, 0.0333
l8_17R_00231.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00039.png	17R	17R	0.0019, 0.9971, 0.0007, 0.0003
l8_17R_00116.png	17R	17R	0.0084, 0.9905, 0.0005, 0.0006
l8_17R_00296.png	17R	17R	0.0200, 0.9755, 0.0027, 0.0018
l8_17R_00125.png	17R	17R	0.0013, 0.9965, 0.0013, 0.0009
l8_17R_00060.png	17R	17R	0.2218, 0.5695, 0.0475, 0.1612
l8_17R_00369.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00243.png	17R	17R	0.0538, 0.9354, 0.0072, 0.0036
l8_17R_00088.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00350.png	17R	17R	0.0008, 0.9985, 0.0004, 0.0003
l8_17R_00041.png	17R	17R	0.0053, 0.9845, 0.0026, 0.0076
l8_17R_00043.png	17R	17R	0.0102, 0.9231, 0.0627, 0.0040
l8_17R_00348.png	17R	17R	0.0001, 0.9996, 0.0001, 0.0002
l8_17R_00114.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00319.png	17R	17R	0.0010, 0.9970, 0.0013, 0.0007
l8_17R_00024.png	17R	17R	0.0001, 0.9998, 0.0001, 0.0000
l8_17R_00177.png	17R	17R	0.0218, 0.9643, 0.0098, 0.0040
l8_17R_00362.png	17R	17R	0.3666, 0.3853, 0.0589, 0.1892
l8_17R_00220.png	17R	17R	0.0124, 0.9707, 0.0144, 0.0025
l8_17R_00003.png	17R	17R	0.0006, 0.9991, 0.0001, 0.0002
l8_17R_00279.png	17R	17R	0.0768, 0.8908, 0.0271, 0.0052
l8_17R_00048.png	17R	17R	0.0903, 0.8389, 0.0290, 0.0419
l8_17R_00194.png	17R	17R	0.0512, 0.9147, 0.0133, 0.0208
l8_17R_00276.png	17R	54T	0.5932, 0.1690, 0.0253, 0.2125
l8_17R_00054.png	17R	17R	0.0000, 0.9999, 0.0000, 0.0000
l8_17R_00306.png	17R	17R	0.3923, 0.4991, 0.0805, 0.0281
l8_17R_00178.png	17R	17R	0.0398, 0.9201, 0.0163, 0.0238
l8_17R_00291.png	17R	17R	0.0021, 0.9966, 0.0006, 0.0007
l8_17R_00002.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00098.png	17R	17R	0.0087, 0.9789, 0.0093, 0.0032
l8_17R_00105.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00137.png	17R	17R	0.0006, 0.9990, 0.0003, 0.0000
l8_17R_00295.png	17R	17R	0.0007, 0.9992, 0.0000, 0.0000
l8_17R_00145.png	17R	17R	0.0394, 0.9506, 0.0071, 0.0029
l8_17R_00206.png	17R	17R	0.0142, 0.9750, 0.0050, 0.0057
l8_17R_00046.png	17R	17R	0.0002, 0.9994, 0.0001, 0.0003
l8_17R_00309.png	17R	17R	0.0003, 0.9996, 0.0001, 0.0000
l8_17R_00367.png	17R	17R	0.0000, 0.9999, 0.0001, 0.0000
l8_17R_00302.png	17R	17R	0.0022, 0.9913, 0.0025, 0.0040
l8_17R_00358.png	17R	17R	0.0009, 0.9990, 0.0001, 0.0000
l8_17R_00108.png	17R	17R	0.0011, 0.9944, 0.0033, 0.0012
l8_17R_00171.png	17R	17R	0.0000, 0.9999, 0.0000, 0.0000
l8_17R_00115.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00278.png	17R	17R	0.0028, 0.9966, 0.0002, 0.0004
l8_17R_00103.png	17R	17R	0.0001, 0.9998, 0.0000, 0.0001
l8_17R_00018.png	17R	17R	0.0022, 0.9937, 0.0036, 0.0005
l8_17R_00261.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00141.png	17R	17R	0.0004, 0.9995, 0.0000, 0.0001
l8_17R_00260.png	17R	17R	0.0082, 0.9854, 0.0036, 0.0029
l8_17R_00222.png	17R	17R	0.0108, 0.9549, 0.0195, 0.0148
l8_17R_00204.png	17R	54T	0.4150, 0.3857, 0.1234, 0.0760
l8_17R_00198.png	17R	17R	0.0147, 0.9748, 0.0021, 0.0084
l8_17R_00361.png	17R	17R	0.2062, 0.6920, 0.0384, 0.0633
l8_17R_00166.png	17R	17R	0.0167, 0.9685, 0.0098, 0.0049
l8_17R_00066.png	17R	17R	0.0001, 0.9998, 0.0000, 0.0000
l8_17R_00257.png	17R	17R	0.2741, 0.6251, 0.0214, 0.0795
l8_17R_00353.png	17R	17R	0.0639, 0.9188, 0.0033, 0.0140
l8_17R_00073.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00376.png	17R	17R	0.0233, 0.9649, 0.0040, 0.0077
l8_17R_00356.png	17R	17R	0.0596, 0.9327, 0.0037, 0.0040
l8_17R_00236.png	17R	17R	0.0002, 0.9997, 0.0001, 0.0000
l8_17R_00269.png	17R	17R	0.0017, 0.9931, 0.0009, 0.0042
l8_17R_00042.png	17R	17R	0.0038, 0.9876, 0.0028, 0.0057
l8_17R_00305.png	17R	17R	0.0172, 0.9669, 0.0054, 0.0105
l8_17R_00117.png	17R	54S	0.3025, 0.3002, 0.0522, 0.3452
l8_17R_00011.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00047.png	17R	17R	0.0388, 0.9156, 0.0186, 0.0270
l8_17R_00030.png	17R	17R	0.0327, 0.8828, 0.0605, 0.0239
l8_17R_00280.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00034.png	17R	17R	0.0167, 0.9827, 0.0004, 0.0002
l8_17R_00006.png	17R	17R	0.1629, 0.7195, 0.0555, 0.0621
l8_17R_00016.png	17R	17R	0.0003, 0.9992, 0.0002, 0.0004
l8_17R_00147.png	17R	17R	0.0035, 0.9926, 0.0022, 0.0018
l8_17R_00159.png	17R	17R	0.0003, 0.9995, 0.0001, 0.0001
l8_17R_00242.png	17R	17R	0.0001, 0.9999, 0.0000, 0.0000
l8_17R_00323.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_17R_00268.png	17R	17R	0.0002, 0.9989, 0.0007, 0.0002
l8_17R_00372.png	17R	17R	0.0296, 0.9431, 0.0182, 0.0091
l8_17R_00156.png	17R	17R	0.0015, 0.9983, 0.0001, 0.0001
l8_17R_00201.png	17R	17R	0.0034, 0.9878, 0.0083, 0.0005
l8_17R_00328.png	17R	17R	0.0947, 0.8546, 0.0301, 0.0206
l8_17R_00172.png	17R	17R	0.0079, 0.9830, 0.0013, 0.0077
l8_17R_00186.png	17R	17R	0.0000, 1.0000, 0.0000, 0.0000
l8_36R_00380.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00254.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00363.png	36R	36R	0.0002, 0.0002, 0.9995, 0.0001
l8_36R_00054.png	36R	36R	0.0980, 0.0726, 0.7708, 0.0586
l8_36R_00192.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00112.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00341.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00479.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0002
l8_36R_00007.png	36R	36R	0.0003, 0.0013, 0.9972, 0.0012
l8_36R_00365.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00372.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00080.png	36R	36R	0.0009, 0.0003, 0.9985, 0.0003
l8_36R_00260.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00119.png	36R	36R	0.0002, 0.0002, 0.9994, 0.0001
l8_36R_00381.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00042.png	36R	36R	0.0002, 0.0004, 0.9992, 0.0002
l8_36R_00336.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0001
l8_36R_00197.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00068.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00212.png	36R	36R	0.0250, 0.0031, 0.9697, 0.0021
l8_36R_00441.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00137.png	36R	36R	0.1412, 0.1847, 0.6439, 0.0302
l8_36R_00287.png	36R	36R	0.0030, 0.0015, 0.9938, 0.0017
l8_36R_00270.png	36R	36R	0.0029, 0.0007, 0.9957, 0.0006
l8_36R_00089.png	36R	36R	0.0004, 0.0003, 0.9992, 0.0001
l8_36R_00267.png	36R	36R	0.0000, 0.0002, 0.9998, 0.0000
l8_36R_00236.png	36R	36R	0.0002, 0.0002, 0.9995, 0.0001
l8_36R_00249.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00168.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00322.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00224.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00009.png	36R	36R	0.0005, 0.0005, 0.9989, 0.0001
l8_36R_00138.png	36R	36R	0.0001, 0.0003, 0.9994, 0.0001
l8_36R_00152.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00073.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00127.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00324.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00421.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00013.png	36R	36R	0.0001, 0.0001, 0.9996, 0.0001
l8_36R_00106.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0002
l8_36R_00074.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00366.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00485.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00281.png	36R	36R	0.0001, 0.0000, 0.9999, 0.0000
l8_36R_00094.png	36R	36R	0.0002, 0.0001, 0.9996, 0.0001
l8_36R_00076.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00092.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00100.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00309.png	36R	36R	0.0011, 0.0045, 0.9924, 0.0020
l8_36R_00321.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00428.png	36R	36R	0.0000, 0.0000, 0.9998, 0.0001
l8_36R_00208.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00084.png	36R	36R	0.0057, 0.0036, 0.9898, 0.0009
l8_36R_00144.png	36R	36R	0.0002, 0.0003, 0.9994, 0.0001
l8_36R_00325.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00488.png	36R	36R	0.0029, 0.0005, 0.9961, 0.0005
l8_36R_00367.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00150.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00305.png	36R	36R	0.0020, 0.0007, 0.9967, 0.0006
l8_36R_00133.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00335.png	36R	36R	0.0009, 0.0022, 0.9956, 0.0013
l8_36R_00446.png	36R	36R	0.0000, 0.0002, 0.9998, 0.0000
l8_36R_00053.png	36R	36R	0.0156, 0.0070, 0.9764, 0.0010
l8_36R_00118.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00028.png	36R	36R	0.0002, 0.0002, 0.9994, 0.0002
l8_36R_00280.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00235.png	36R	36R	0.0003, 0.0003, 0.9992, 0.0002
l8_36R_00047.png	36R	36R	0.0027, 0.0009, 0.9955, 0.0010
l8_36R_00460.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00039.png	36R	36R	0.0002, 0.0003, 0.9993, 0.0002
l8_36R_00041.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00278.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00475.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00426.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00312.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00368.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00343.png	36R	36R	0.0002, 0.0002, 0.9995, 0.0001
l8_36R_00285.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00182.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0001
l8_36R_00255.png	36R	36R	0.0002, 0.0002, 0.9995, 0.0001
l8_36R_00357.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00252.png	36R	36R	0.0010, 0.0003, 0.9985, 0.0002
l8_36R_00243.png	36R	36R	0.0004, 0.0016, 0.9972, 0.0008
l8_36R_00411.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00360.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00482.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00232.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00296.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00011.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00371.png	36R	36R	0.0028, 0.0008, 0.9958, 0.0007
l8_36R_00261.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00175.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00190.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00008.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0003
l8_36R_00098.png	36R	36R	0.0006, 0.0010, 0.9982, 0.0002
l8_36R_00244.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00389.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00037.png	36R	36R	0.0002, 0.0001, 0.9996, 0.0001
l8_36R_00004.png	36R	36R	0.0001, 0.0002, 0.9996, 0.0001
l8_36R_00364.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00160.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00486.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00399.png	36R	36R	0.0003, 0.0002, 0.9992, 0.0003
l8_36R_00259.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00085.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00318.png	36R	36R	0.0294, 0.0237, 0.9294, 0.0175
l8_36R_00386.png	36R	36R	0.0006, 0.0003, 0.9988, 0.0003
l8_36R_00221.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00026.png	36R	36R	0.0001, 0.0001, 0.9997, 0.0001
l8_36R_00217.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00276.png	36R	36R	0.0002, 0.0003, 0.9993, 0.0002
l8_36R_00147.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0001
l8_36R_00492.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00223.png	36R	36R	0.0003, 0.0004, 0.9991, 0.0002
l8_36R_00377.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00390.png	36R	36R	0.0001, 0.0002, 0.9995, 0.0001
l8_36R_00036.png	36R	36R	0.0006, 0.0006, 0.9985, 0.0003
l8_36R_00093.png	36R	36R	0.0000, 0.0000, 0.9999, 0.0000
l8_36R_00005.png	36R	36R	0.0002, 0.0004, 0.9992, 0.0002
l8_36R_00103.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00209.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00086.png	36R	36R	0.0001, 0.0002, 0.9997, 0.0001
l8_36R_00319.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00481.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00117.png	36R	36R	0.0763, 0.0542, 0.8261, 0.0434
l8_36R_00302.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00449.png	36R	36R	0.0023, 0.0011, 0.9956, 0.0010
l8_36R_00247.png	36R	36R	0.0000, 0.0001, 0.9999, 0.0000
l8_36R_00301.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00447.png	36R	36R	0.0000, 0.0000, 1.0000, 0.0000
l8_36R_00331.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0000
l8_36R_00379.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0001
l8_36R_00146.png	36R	36R	0.0003, 0.0012, 0.9979, 0.0007
l8_36R_00058.png	36R	36R	0.0002, 0.0002, 0.9994, 0.0003
l8_36R_00114.png	36R	36R	0.0002, 0.0006, 0.9991, 0.0001
l8_36R_00396.png	36R	36R	0.0000, 0.0001, 0.9998, 0.0000
l8_36R_00349.png	36R	36R	0.0001, 0.0001, 0.9998, 0.0001
l8_36R_00079.png	36R	36R	0.0005, 0.0003, 0.9991, 0.0002
